,Age,Gender,Stream,Internships,CGPA,Hostel,HistoryOfBacklogs,PlacedOrNot
1518,22,1,3,0,6,0,0,0
1519,23,1,4,0,7,0,0,0
1520,22,1,5,1,7,0,0,0
1521,23,1,1,1,6,0,1,1
1522,23,1,5,0,8,0,1,1
1523,20,1,5,1,8,0,0,1
1524,24,1,4,0,7,1,0,0
1525,24,1,2,2,6,0,0,1
1526,20,1,2,1,6,0,0,0
1527,24,1,4,0,6,1,0,1
1528,22,0,5,1,7,0,0,0
1529,20,1,6,1,6,0,0,0
1530,23,1,1,1,6,0,1,1
1531,23,1,4,0,6,1,0,0
1532,22,1,2,1,6,0,0,0
1533,22,1,4,1,7,1,0,0
1534,23,1,2,0,7,0,0,0
1535,22,1,2,1,8,0,0,1
1536,20,1,2,0,8,0,1,1
1537,20,0,2,1,7,1,0,1
1538,21,1,5,0,7,0,0,1
1539,23,1,2,1,7,0,0,0
1540,21,0,3,1,8,0,0,1
1541,21,1,4,0,6,1,0,0
1542,20,1,6,0,8,0,0,1
1543,23,0,2,0,7,1,1,0
1544,21,1,1,0,8,0,1,1
1545,24,1,1,1,7,0,0,0
1546,21,1,1,1,6,0,0,0
1547,21,1,5,0,8,0,0,1
1548,22,1,2,0,6,0,1,0
1549,20,1,2,2,7,0,0,0
1550,21,1,2,0,7,0,0,1
1551,20,1,3,0,6,0,0,0
1552,23,1,3,0,8,0,0,1
1553,22,1,2,0,7,0,0,0
1554,21,1,3,0,8,0,0,1
1555,21,1,4,0,6,1,0,1
1556,24,1,3,0,8,0,0,1
1557,23,1,1,1,6,0,0,0
1558,22,1,2,0,7,0,0,1
1559,20,1,4,0,6,1,1,0
1560,24,1,4,0,7,1,0,1
1561,21,1,3,0,8,0,1,1
1562,23,1,2,2,7,0,1,1
1563,23,1,4,1,7,1,0,1
1564,23,1,6,0,8,0,0,1
1565,22,1,1,1,7,0,0,0
1566,24,1,4,1,8,1,0,1
1567,21,0,2,0,8,1,1,1
1568,22,1,2,0,6,0,1,0
1569,22,1,1,0,6,0,0,1
1570,23,1,5,0,6,0,0,0
1571,20,1,2,1,7,0,0,1
1572,22,1,2,1,8,0,0,1
1573,20,1,1,0,8,0,0,1
1574,23,1,2,1,7,0,0,0
1575,21,1,3,1,7,0,0,1
1576,24,1,6,0,8,0,0,1
1577,21,1,3,0,8,0,0,1
1578,21,1,5,2,6,1,1,1
1579,20,0,3,0,6,0,0,0
1580,23,1,2,1,6,0,0,0
1581,20,1,6,2,5,0,0,0
1582,21,1,4,1,5,1,0,0
1583,23,0,3,1,6,1,0,0
1584,24,0,1,0,5,0,0,0
1585,22,1,6,1,6,0,0,0
1586,24,1,2,1,5,0,0,0
1587,23,0,2,0,5,1,1,0
1588,23,1,3,0,5,0,1,0
1589,23,1,3,0,5,0,0,0
1590,22,1,6,2,6,0,0,0
1591,24,1,3,0,6,0,0,1
1592,22,1,6,0,6,0,0,1
1593,24,1,2,1,6,0,0,1
1594,20,1,2,1,5,0,0,0
1595,20,1,2,2,5,0,0,0
1596,24,1,4,0,5,0,1,0
1597,24,1,6,0,5,0,0,0
1598,21,1,3,0,5,0,0,0
1599,23,1,5,1,6,0,1,0
1600,21,0,2,0,7,1,0,1
1601,23,0,2,1,7,1,0,1
1602,20,1,6,1,6,1,0,1
1603,24,0,3,1,7,0,0,0
1604,24,0,4,1,7,0,0,1
1605,20,1,6,0,7,1,1,0
1606,23,1,1,0,6,0,1,0
1607,24,1,4,0,8,1,0,1
1608,20,1,4,0,8,1,1,1
1609,23,1,3,0,7,0,1,0
1610,22,0,3,0,8,0,0,1
1611,24,1,1,0,7,0,0,0
1612,23,1,3,0,7,0,0,0
1613,21,1,3,0,7,0,0,1
1614,23,1,2,1,8,0,0,1
1615,21,0,1,1,7,0,0,0
1616,24,1,3,1,7,0,0,1
1617,24,0,1,0,8,0,0,1
1618,22,1,3,2,7,1,0,0
1619,21,0,1,0,7,0,0,0
1620,23,1,1,2,8,0,0,1
1621,22,1,3,0,7,0,0,1
1622,24,1,6,0,8,1,0,1
1623,20,1,4,1,8,0,0,1
1624,22,1,2,1,8,0,0,1
1625,21,1,6,0,8,0,0,1
1626,20,1,3,1,7,0,0,1
1627,21,1,6,0,8,1,0,1
1628,22,1,2,1,8,0,1,1
1629,24,1,2,1,7,0,0,0
1630,21,1,6,0,7,0,0,1
1631,23,1,3,1,8,0,0,1
1632,21,1,5,0,6,0,0,1
1633,20,1,4,1,7,1,1,0
1634,24,1,3,1,8,0,0,1
1635,20,0,2,2,7,1,1,0
1636,23,0,1,0,6,0,0,0
1637,22,1,6,0,6,0,0,0
1638,22,1,2,3,8,0,0,1
1639,23,1,4,1,8,1,0,1
1640,23,1,3,0,7,0,1,1
1641,23,1,5,0,8,0,0,1
1642,20,1,6,0,8,0,0,1
1643,24,1,4,0,6,1,1,1
1644,20,0,1,0,8,0,0,1
1645,22,1,1,1,8,0,0,1
1646,20,1,6,2,6,0,0,1
1647,23,1,5,0,7,0,0,1
1648,21,1,6,0,7,0,0,0
1649,24,1,4,0,6,1,0,1
1650,21,1,4,0,8,1,1,1
1651,22,1,3,1,7,0,0,1
1652,24,1,3,0,6,0,0,1
1653,20,1,5,0,7,0,0,0
1654,24,1,4,1,8,1,1,1
1655,22,1,4,0,8,1,0,1
1656,23,1,3,2,7,0,0,1
1657,21,0,3,0,6,0,0,0
1658,22,1,1,1,8,0,0,1
1659,21,1,2,0,6,0,1,1
1660,23,0,2,1,7,1,0,0
1661,21,1,4,0,7,1,0,0
1662,21,1,1,0,7,0,1,0
1663,20,1,3,1,8,0,0,1
1664,21,1,3,1,8,0,0,1
1665,22,1,2,0,6,0,1,0
1666,24,1,2,1,8,0,0,1
1667,20,1,1,0,7,0,0,0
1668,21,1,3,1,6,1,0,0
1669,21,1,2,0,6,0,1,0
1670,21,1,1,0,8,0,1,1
1671,21,0,2,1,8,1,1,1
1672,21,0,1,0,8,0,0,1
1673,23,0,1,0,8,0,0,1
1674,21,1,6,0,6,1,1,0
1675,24,0,1,0,8,0,0,1
1676,23,0,4,1,6,1,0,0
1677,23,1,5,0,8,0,0,1
1678,23,1,2,1,8,0,0,1
1679,22,1,3,1,8,0,1,1
1680,21,1,4,0,6,1,0,0
1681,24,1,3,0,6,0,0,1
1682,24,1,1,1,6,1,1,1
1683,22,1,1,1,8,1,1,1
1684,20,1,4,0,6,1,0,0
1685,20,1,2,0,8,0,0,1
1686,21,1,5,0,6,0,0,0
1687,22,1,3,0,6,0,0,0
1688,24,0,1,0,6,0,0,1
1689,21,1,3,0,7,0,0,0
1690,24,0,2,1,7,1,0,1
1691,22,1,3,0,6,0,0,0
1692,24,1,3,2,8,0,0,1
1693,22,1,3,1,6,0,0,0
1694,21,1,6,0,7,1,1,0
1695,20,1,4,0,7,1,0,0
1696,22,1,2,0,6,0,0,0
1697,21,1,2,0,6,0,0,0
1698,22,1,1,0,7,0,0,0
1699,23,1,1,0,6,0,0,0
1700,23,0,3,1,5,0,0,0
1701,22,0,2,1,5,1,0,0
1702,20,0,2,0,5,1,1,0
1703,20,1,4,0,5,1,0,0
1704,24,0,2,2,5,1,0,0
1705,24,1,1,0,6,0,0,1
1706,22,1,3,1,6,0,0,0
1707,23,0,1,0,5,0,0,0
1708,22,1,4,1,6,1,0,0
1709,21,0,4,1,5,1,0,0
1710,22,1,4,1,5,0,0,0
1711,24,1,3,1,6,0,1,1
1712,23,1,4,0,5,1,1,0
1713,23,0,6,1,5,0,0,0
1714,22,1,5,0,5,0,0,0
1715,20,1,2,1,5,0,0,0
1716,23,1,2,1,5,0,0,0
1717,23,1,6,0,5,0,0,0
1718,21,0,3,0,6,0,0,0
1719,24,1,6,0,6,0,0,1
1720,23,1,2,0,6,0,0,1
1721,24,1,3,1,6,0,0,1
1722,22,1,3,1,5,0,0,0
1723,22,1,5,1,6,1,1,0
1724,21,1,3,0,5,0,0,0
1725,21,1,1,0,6,0,0,0
1726,20,1,2,0,5,0,0,0
1727,22,1,3,0,6,0,0,0
1728,23,0,4,1,5,1,0,0
1729,22,1,2,2,6,0,0,1
1730,23,1,6,1,6,0,1,0
1731,22,1,5,2,6,1,0,1
1732,21,1,4,0,5,1,1,0
1733,21,1,5,0,6,0,0,0
1734,20,1,4,1,5,1,0,0
1735,24,1,3,0,6,0,0,1
1736,23,1,4,0,5,1,0,0
1737,21,1,6,0,5,0,1,0
1738,21,1,2,1,6,0,1,0
1739,20,1,3,0,6,0,0,0
1740,21,1,2,2,5,0,0,0
1741,23,1,2,3,6,0,0,1
1742,21,1,1,1,5,0,0,0
1743,22,1,5,1,6,0,1,0
1744,20,1,6,0,6,0,1,0
1745,24,1,3,0,6,0,0,1
1746,24,1,1,1,6,0,1,1
1747,22,1,4,0,6,1,0,0
1748,22,1,3,0,6,0,0,0
1749,23,1,6,1,6,0,1,0
1750,22,1,2,0,6,0,0,0
1751,24,1,4,0,6,1,0,1
1752,20,1,4,0,6,1,1,0
1753,24,1,6,1,6,0,0,1
1754,21,1,4,1,5,1,0,0
1755,23,1,2,0,5,0,1,0
1756,23,0,2,1,5,1,0,0
1757,23,1,2,1,6,0,0,0
1758,21,1,2,1,6,0,0,0
1759,22,1,6,0,5,1,0,0
1760,21,1,1,0,6,0,0,0
1761,22,1,5,1,6,1,1,0
1762,22,1,3,0,5,0,0,0
1763,23,1,6,1,6,0,0,0
1764,23,1,6,0,6,0,1,0
1765,21,1,5,0,6,0,1,0
1766,21,1,2,0,6,0,1,0
1767,23,0,2,1,8,1,0,1
1768,20,1,2,3,7,0,1,0
1769,21,1,1,2,7,0,0,1
1770,21,0,2,0,7,1,0,0
1771,23,1,2,1,7,0,0,0
1772,20,1,2,1,6,0,0,0
1773,21,1,3,1,6,0,0,0
1774,20,1,3,0,8,0,0,1
1775,22,0,3,1,6,0,0,0
1776,21,0,3,1,6,0,0,0
1777,24,1,3,0,7,0,0,0
1778,20,1,2,1,8,0,0,1
1779,23,1,5,1,8,0,0,1
1780,22,0,1,1,7,1,0,0
1781,20,1,3,1,6,0,0,0
1782,20,1,6,0,7,0,0,0
1783,24,1,2,2,6,0,0,1
1784,22,1,6,0,8,1,0,1
1785,20,0,3,1,6,0,0,0
1786,21,1,6,0,8,1,0,1
1787,22,1,4,0,8,0,0,1
1788,22,1,3,1,8,1,0,1
1789,22,0,1,0,8,0,0,1
1790,24,1,6,1,7,1,0,0
1791,22,1,3,1,6,0,0,0
1792,23,1,3,0,7,0,0,0
1793,23,1,1,1,6,0,1,0
1794,22,0,3,1,6,0,0,0
1795,23,1,4,1,6,1,0,0
1796,24,1,3,0,6,0,0,1
1797,24,1,3,0,8,0,0,1
1798,22,1,2,0,6,0,1,0
1799,24,1,2,1,6,0,0,1
1800,21,0,2,0,7,1,0,0
1801,24,1,2,0,7,0,0,1
1802,21,1,4,0,8,0,0,1
1803,24,1,6,0,6,1,0,1
1804,24,1,3,1,6,0,0,1
1805,21,1,5,1,6,0,0,0
1806,24,1,1,1,8,0,1,1
1807,20,1,2,0,6,0,0,0
1808,20,0,4,1,6,1,0,0
1809,24,1,2,0,6,0,0,1
1810,21,1,2,2,8,0,0,1
1811,22,1,2,1,8,0,0,1
1812,23,1,1,0,7,0,0,0
1813,21,0,3,0,8,0,0,1
1814,23,1,2,1,6,0,0,0
1815,23,1,6,0,8,0,0,1
1816,22,1,1,0,7,0,0,0
1817,24,1,1,1,7,1,1,0
1818,22,1,3,0,6,0,0,0
1819,24,1,6,0,7,1,1,0
1820,21,1,4,0,8,1,1,1
1821,22,0,1,1,6,1,1,0
1822,22,1,6,0,7,0,0,0
1823,22,1,3,1,6,1,0,0
1824,24,0,1,1,7,1,1,1
1825,24,1,2,0,6,0,1,1
1826,23,0,4,1,7,1,0,0
1827,22,1,1,1,8,0,0,1
1828,20,0,4,1,8,1,0,1
1829,21,1,6,0,7,0,0,0
1830,20,1,4,1,7,1,0,0
1831,22,1,2,0,7,0,0,0
1832,21,1,2,2,6,0,0,1
1833,23,1,2,1,8,0,0,1
1834,20,1,1,1,8,1,1,1
1835,22,0,2,1,6,1,0,0
1836,20,1,4,0,8,1,0,1
1837,21,1,1,0,7,0,0,0
1838,22,1,1,0,8,0,0,1
1839,21,1,4,0,7,1,0,0
1840,23,1,1,0,6,0,0,0
1841,21,1,5,0,7,0,0,0
1842,21,1,3,1,6,1,0,0
1843,20,1,4,0,6,1,1,0
1844,21,1,2,1,6,0,0,0
1845,24,1,4,0,8,1,1,1
1846,21,1,5,0,6,0,0,0
1847,22,1,6,0,7,0,0,0
1848,24,0,3,1,7,0,0,0
1849,22,1,2,1,6,0,0,0
1850,21,1,3,2,8,0,0,1
1851,23,1,2,2,8,0,0,1
1852,24,1,3,2,8,0,0,1
1853,22,1,4,0,8,1,0,1
1854,21,1,2,1,8,0,0,1
1855,21,0,2,0,7,1,1,0
1856,23,1,2,0,6,0,0,0
1857,20,1,3,0,7,0,1,0
1858,23,1,2,0,6,0,0,0
1859,23,1,5,1,7,0,0,1
1860,21,0,3,1,6,0,0,0
1861,21,1,3,2,7,0,0,1
1862,22,1,4,1,7,1,1,0
1863,24,1,4,1,7,1,0,0
1864,21,1,3,1,7,1,0,0
1865,21,1,6,0,7,1,0,0
1866,21,0,1,1,7,1,0,0
1867,20,1,2,0,7,0,0,0
1868,24,1,2,1,7,0,0,0
1869,20,1,3,0,6,0,0,0
1870,20,0,5,1,7,0,1,1
1871,20,1,3,0,7,0,0,0
1872,24,1,5,1,7,0,0,1
1873,22,1,1,1,8,0,1,1
1874,23,0,3,0,7,0,0,0
1875,20,1,1,2,7,0,0,1
1876,22,1,2,0,6,0,0,0
1877,21,1,1,0,8,0,0,1
1878,21,1,2,0,6,0,0,0
1879,22,1,3,0,8,0,1,1
1880,22,1,2,0,6,0,0,0
1881,22,1,4,0,6,1,0,0
1882,22,1,3,2,6,0,0,1
1883,21,1,3,1,7,0,0,0
1884,22,0,5,0,8,0,0,1
1885,23,0,5,0,6,0,0,0
1886,24,1,1,0,6,0,0,1
1887,24,1,6,1,6,0,0,1
1888,21,0,5,1,8,0,1,1
1889,22,0,4,1,6,1,0,0
1890,20,1,3,2,8,0,0,1
1891,23,1,3,0,8,0,0,1
1892,21,0,2,1,6,1,0,0
1893,21,1,2,0,6,0,0,0
1894,21,1,3,1,8,0,0,1
1895,23,1,4,1,8,1,0,1
1896,22,1,1,0,7,0,0,0
1897,23,1,3,0,7,0,0,0
1898,23,1,3,2,6,0,0,1
1899,20,1,4,0,8,1,0,1
1900,20,1,3,0,8,0,0,1
1901,22,1,2,2,8,0,1,1
1902,22,1,3,1,7,0,0,1
1903,21,1,3,0,7,0,0,1
1904,20,1,2,1,8,0,0,1
1905,20,1,5,2,7,1,0,1
1906,21,1,3,0,7,0,0,0
1907,19,0,3,1,8,0,1,1
1908,19,1,5,1,8,0,0,1
1909,21,1,2,1,7,0,0,1
1910,19,1,2,0,7,0,0,1
1911,20,0,2,0,8,1,0,1
1912,19,1,5,0,8,0,0,1
1913,21,0,6,1,8,0,1,1
1914,21,0,2,1,8,1,0,1
1915,22,1,3,0,7,0,0,0
1916,20,1,1,0,8,0,0,1
1917,22,1,1,1,7,0,0,0
1918,21,1,2,0,8,0,0,1
1919,22,1,2,0,7,0,0,0
1920,21,1,2,1,8,0,0,1
1921,20,1,3,1,8,0,0,1
1922,22,0,4,1,8,1,0,1
1923,22,0,2,0,8,1,0,1
1924,21,1,5,0,8,0,0,1
1925,22,1,4,0,8,1,0,1
1926,22,0,2,1,7,1,0,1
1927,19,1,2,1,7,0,1,1
1928,22,1,2,0,8,0,1,1
1929,22,1,2,3,7,0,0,0
1930,21,1,3,0,7,0,0,0
1931,22,1,3,0,7,0,0,0
1932,21,1,6,1,7,0,0,0
1933,20,0,3,1,8,1,0,1
1934,19,1,3,0,8,0,0,1
1935,21,1,1,1,8,0,1,1
1936,21,1,3,2,7,0,1,0
1937,19,1,2,1,8,0,0,1
1938,22,0,2,1,8,1,1,1
1939,21,1,2,1,8,0,0,1
1940,19,1,5,1,8,0,1,1
1941,19,0,1,1,7,0,0,1
1942,21,1,5,0,8,0,0,1
1943,20,1,2,0,7,0,1,0
1944,20,1,2,1,7,0,0,0
1945,22,1,4,3,7,1,1,0
1946,22,1,1,0,7,0,0,0
1947,20,0,3,1,7,1,0,1
1948,20,1,3,0,7,0,1,1
1949,22,0,2,3,8,1,0,1
1950,22,1,1,2,8,0,0,1
1951,19,0,6,1,8,0,0,1
1952,22,1,1,1,8,1,1,1
1953,22,1,3,0,8,0,1,1
1954,20,1,4,1,8,1,0,1
1955,20,1,3,1,8,1,1,1
1956,20,1,4,1,7,1,1,0
1957,22,0,2,1,7,1,0,0
1958,20,1,2,1,8,0,0,1
1959,19,1,6,1,7,0,0,0
1960,21,1,6,0,7,0,0,0
1961,19,1,2,2,7,0,0,1
1962,22,1,5,0,7,0,0,0
1963,19,1,1,0,8,0,0,1
1964,19,1,6,0,7,1,0,0
1965,21,1,3,0,8,0,0,1
1966,19,1,6,0,8,0,1,1
1967,22,1,2,1,8,0,0,1
1968,20,1,2,1,7,0,0,0
1969,22,1,2,0,7,0,0,0
1970,21,1,3,1,8,1,0,1
1971,20,1,3,1,8,1,0,1
1972,19,1,4,1,8,1,0,1
1973,20,1,6,1,8,0,0,1
1974,21,1,2,0,7,0,0,0
1975,22,1,3,0,8,0,0,1
1976,20,0,2,1,8,1,0,1
1977,19,1,3,1,7,0,0,0
1978,21,1,2,1,8,0,0,1
1979,20,1,1,0,8,0,0,1
1980,21,1,2,1,8,0,0,1
1981,20,1,4,0,8,1,1,1
1982,21,1,5,0,7,0,0,0
1983,20,1,2,2,8,0,0,1
1984,21,1,2,1,7,0,1,0
1985,22,1,2,0,8,0,0,1
1986,19,1,1,0,8,0,0,1
1987,19,1,6,0,7,0,0,0
1988,21,1,3,0,7,0,0,0
1989,21,1,4,1,8,1,0,1
1990,19,1,2,0,8,0,0,1
1991,22,1,2,2,7,0,0,0
1992,20,1,2,1,7,0,0,0
1993,22,1,3,1,7,1,0,0
1994,21,1,4,0,8,1,0,1
1995,19,1,1,0,8,0,0,1
1996,20,1,3,1,7,0,0,0
1997,22,1,3,1,8,0,0,1
1998,20,1,2,0,8,0,0,1
1999,19,1,2,1,7,0,0,0
2000,21,1,1,0,7,0,0,1
2001,19,1,1,0,8,0,0,1
2002,21,1,5,1,8,0,0,1
2003,19,1,2,0,8,0,0,1
2004,19,1,2,1,8,0,0,1
2005,22,1,2,0,7,0,0,0
2006,21,0,1,0,8,0,0,1
2007,19,1,2,2,8,0,0,1
2008,19,1,1,0,7,0,0,1
2009,19,1,5,0,6,0,0,0
2010,20,1,4,0,8,1,0,1
2011,21,1,5,1,7,1,1,1
2012,20,1,2,0,8,0,1,1
2013,22,1,2,0,6,0,0,0
2014,19,1,2,0,7,0,0,0
2015,20,1,5,0,8,0,1,1
2016,22,0,5,0,6,0,0,0
2017,22,1,3,1,6,0,0,0
2018,21,1,1,0,6,0,1,0
2019,20,1,2,0,7,0,1,0
2020,20,1,3,1,7,0,0,0
2021,21,1,3,0,8,0,0,1
2022,21,1,2,1,8,0,0,1
2023,19,1,6,1,7,0,1,0
2024,19,1,2,0,8,0,0,1
2025,19,1,5,1,6,0,0,0
2026,22,1,1,0,7,0,0,0
2027,22,1,1,0,6,0,0,0
2028,22,1,1,1,8,0,1,1
2029,22,1,2,1,7,0,0,0
2030,19,1,4,2,8,1,0,1
2031,20,1,2,0,6,0,1,0
2032,22,0,4,1,6,1,0,0
2033,21,1,3,0,6,0,1,0
2034,22,1,1,3,6,0,0,1
2035,20,1,2,0,7,0,0,0
2036,20,1,3,0,6,0,0,0
2037,20,1,3,1,8,0,0,1
2038,21,1,6,0,7,0,0,0
2039,20,1,2,2,7,0,0,1
2040,20,1,5,1,6,0,0,0
2041,19,1,5,2,6,0,1,0
2042,19,1,6,2,6,1,0,1
2043,22,1,2,1,8,0,0,1
2044,22,0,5,0,7,1,1,0
2045,19,1,2,0,6,0,0,0
2046,22,1,4,2,7,1,0,0
2047,20,1,2,1,6,0,0,0
2048,21,1,5,1,7,0,0,1
2049,20,1,4,0,8,1,0,1
2050,22,1,2,1,7,0,0,0
2051,19,1,3,1,8,0,0,1
2052,22,1,3,0,6,0,0,0
2053,19,1,1,2,8,0,0,1
2054,19,1,4,0,6,1,1,0
2055,21,1,3,0,8,0,0,1
2056,21,1,3,1,6,0,0,0
2057,21,1,1,2,8,1,1,1
2058,19,1,3,1,7,1,0,0
2059,21,1,2,0,8,0,0,1
2060,20,1,5,0,8,0,0,1
2061,20,1,3,0,6,0,0,0
2062,20,1,1,2,6,0,0,1
2063,21,1,5,1,8,0,0,1
2064,22,1,5,0,7,0,0,0
2065,21,1,3,2,7,0,1,0
2066,21,1,3,2,6,0,0,1
2067,20,1,4,0,6,1,0,0
2068,21,1,5,0,7,0,0,0
2069,22,1,3,2,6,0,0,1
2070,21,0,2,0,8,1,0,1
2071,21,1,1,0,8,0,0,1
2072,19,1,2,2,7,0,1,0
2073,20,0,5,0,8,1,1,1
2074,19,1,5,0,8,0,0,1
2075,19,1,3,3,7,0,0,1
2076,21,0,2,0,6,1,1,0
2077,21,1,2,2,6,0,0,1
2078,22,1,2,2,8,0,0,1
2079,20,1,5,1,7,0,0,1
2080,19,1,4,0,6,1,0,0
2081,20,1,5,0,6,1,1,0
2082,19,1,6,0,8,1,0,1
2083,19,1,2,1,6,0,0,0
2084,21,1,2,0,8,0,1,1
2085,22,1,6,1,7,0,0,0
2086,22,1,3,0,6,0,1,0
2087,21,1,6,1,6,0,0,0
2088,21,0,2,2,7,1,0,1
2089,20,1,1,1,7,0,0,1
2090,19,1,1,0,6,0,0,0
2091,20,1,4,0,8,1,1,1
2092,20,0,3,1,8,0,0,1
2093,21,1,2,0,6,0,0,0
2094,20,1,3,1,7,0,0,0
2095,22,1,2,2,7,0,0,0
2096,21,1,1,1,8,1,1,1
2097,19,1,2,1,7,0,0,0
2098,20,1,3,2,7,0,0,1
2099,19,1,3,1,8,0,0,1
2100,21,1,3,1,9,0,1,1
2101,19,1,3,0,6,0,1,0
2102,19,1,2,1,9,0,0,1
2103,19,1,6,0,7,0,0,0
2104,20,0,2,1,6,1,1,1
2105,20,1,3,0,6,0,0,0
2106,19,1,1,0,8,0,0,1
2107,19,1,1,0,7,0,0,0
2108,21,1,2,0,5,0,1,0
2109,21,1,5,0,7,0,0,0
2110,19,1,4,0,9,1,1,1
2111,19,1,1,2,8,1,1,1
2112,19,1,1,0,9,0,0,1
2113,20,1,2,3,6,0,0,1
2114,22,1,3,1,6,0,0,1
2115,22,1,2,1,9,0,0,1
2116,21,1,2,1,7,0,1,1
2117,21,0,3,1,5,0,0,0
2118,22,1,5,0,5,1,0,0
2119,19,1,4,1,5,1,0,0
2120,22,1,4,0,5,1,0,0
2121,21,1,1,0,9,0,0,1
2122,19,1,2,0,8,0,0,1
2123,21,1,5,1,5,0,0,0
2124,20,1,5,0,5,0,0,0
2125,21,0,6,1,8,0,0,1
2126,20,1,2,0,8,0,1,1
2127,22,1,3,2,5,0,0,0
2128,20,1,4,0,6,1,0,0
2129,19,1,2,0,9,0,1,1
2130,22,1,6,1,7,0,0,0
2131,22,1,1,0,5,0,0,0
2132,19,1,3,0,9,0,1,1
2133,19,1,4,0,6,0,0,1
2134,22,1,3,1,9,0,1,1
2135,21,1,1,1,7,0,1,1
2136,19,1,5,0,5,0,0,0
2137,21,1,2,1,8,0,0,1
2138,22,1,2,1,6,0,0,1
2139,19,1,1,1,8,0,1,1
2140,22,1,1,1,9,1,1,1
2141,22,1,2,0,6,0,0,1
2142,22,0,2,0,9,1,0,1
2143,19,1,3,1,6,0,0,1
2144,20,1,4,1,9,1,0,1
2145,21,1,2,0,9,0,0,1
2146,19,1,3,2,8,0,0,1
2147,21,1,5,1,9,0,0,1
2148,20,1,6,0,8,1,0,1
2149,19,1,2,1,7,0,0,1
2150,20,1,3,0,8,0,0,1
2151,20,1,2,0,5,0,0,0
2152,19,0,5,3,9,0,1,1
2153,20,1,3,1,7,0,0,1
2154,22,1,6,0,9,1,0,1
2155,20,1,4,0,7,1,1,1
2156,21,1,3,0,7,0,0,0
2157,20,1,2,1,8,0,0,1
2158,21,1,3,1,8,1,0,1
2159,21,1,6,0,6,0,0,0
2160,19,1,4,0,7,1,0,0
2161,22,1,5,0,8,0,0,1
2162,22,1,2,1,9,0,0,1
2163,20,0,6,1,9,1,0,1
2164,21,1,4,0,6,1,0,1
2165,20,1,2,2,7,0,1,1
2166,21,1,2,0,5,0,0,0
2167,21,0,1,0,7,0,0,0
2168,21,1,3,0,6,0,0,0
2169,22,1,3,1,5,1,0,0
2170,19,1,3,1,9,1,0,1
2171,19,1,4,3,7,1,0,1
2172,21,1,5,0,5,1,0,0
2173,20,0,2,0,9,1,1,1
2174,21,1,2,1,6,0,0,1
2175,22,1,3,1,5,0,0,0
2176,21,1,1,0,7,0,0,0
2177,21,1,3,3,9,1,0,1
2178,22,1,4,0,5,0,0,0
2179,21,1,2,2,7,0,0,0
2180,20,1,3,3,9,1,0,1
2181,22,1,4,0,8,1,0,1
2182,19,1,1,1,6,0,1,1
2183,20,1,4,1,9,1,0,1
2184,20,1,6,2,9,1,0,1
2185,21,1,4,1,8,1,0,1
2186,22,1,1,1,7,1,1,1
2187,22,0,2,1,6,1,0,0
2188,20,1,2,0,6,0,0,0
2189,19,0,3,1,8,0,0,1
2190,19,1,3,1,7,0,0,0
2191,21,1,2,1,6,0,0,0
2192,21,0,5,0,7,1,1,0
2193,20,1,2,1,8,0,0,1
2194,21,1,6,1,6,0,0,0
2195,20,1,1,1,6,0,0,0
2196,19,1,3,2,6,0,0,1
2197,21,1,4,1,6,1,1,0
2198,19,1,5,0,7,0,0,0
2199,19,1,3,0,8,0,0,1
2200,21,1,6,0,7,1,0,0
2201,21,0,3,1,7,0,0,1
2202,19,1,4,0,7,1,0,0
2203,21,1,3,2,7,0,0,1
2204,20,1,5,0,6,0,0,0
2205,19,1,2,1,6,0,0,1
2206,20,0,2,0,7,1,1,1
2207,19,0,2,1,7,1,0,1
2208,19,1,5,0,6,0,1,0
2209,19,1,1,0,7,0,0,1
2210,19,1,5,0,7,0,0,0
2211,20,1,2,0,6,0,1,1
2212,21,0,2,1,8,1,0,1
2213,19,1,4,0,6,1,0,0
2214,19,1,2,2,8,0,0,1
2215,20,1,2,0,7,0,0,0
2216,20,1,5,1,6,0,0,1
2217,22,0,2,3,6,1,0,1
2218,21,1,5,0,7,0,0,0
2219,20,1,2,0,8,0,1,1
2220,19,1,3,2,8,0,0,1
2221,22,1,1,1,6,0,0,0
2222,22,1,3,0,7,0,0,1
2223,20,1,4,0,6,1,1,0
2224,20,1,4,0,7,1,0,0
2225,21,1,2,0,8,0,0,1
2226,22,1,6,0,8,0,0,1
2227,22,1,2,1,8,0,0,1
2228,19,1,6,1,6,0,0,0
2229,22,1,5,0,8,0,0,1
2230,21,1,1,0,6,0,0,0
2231,20,1,5,0,6,0,0,0
2232,20,1,1,1,8,0,0,1
2233,22,1,2,1,6,0,0,1
2234,19,1,2,0,8,0,0,1
2235,19,1,4,0,8,1,1,1
2236,20,1,3,1,6,0,1,0
2237,19,0,3,1,6,0,0,0
2238,21,1,5,0,6,0,0,0
2239,21,0,4,1,6,0,0,0
2240,22,1,4,0,8,0,0,1
2241,21,1,2,1,8,0,0,1
2242,19,0,1,1,8,0,1,1
2243,19,1,1,0,7,0,0,1
2244,21,1,1,0,8,0,0,1
2245,21,1,6,1,6,0,0,0
2246,19,1,4,1,8,1,1,1
2247,20,1,1,1,7,0,0,1
2248,19,1,4,0,7,1,0,0
2249,19,1,6,0,8,1,1,1
2250,19,1,4,0,7,0,0,0
2251,19,1,3,0,6,0,0,0
